what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467111828696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467111847057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467111860831
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467111863078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467111881548
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467111897054
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467111900050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467111904184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467111931811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467111936725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467111952450
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467111967488
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467111991528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467112065238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467112084582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467112092460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467112095549
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467112099605
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467112104753
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467112110915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467112116624
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1467112126421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1467112135188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1467112135688
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1467112135719
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1467112135750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1467112135781
