what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1468060504529
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1468060504544
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1468060505075
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1468060604307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060604322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060606007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060611718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060611718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060611874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060612055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060613078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060613583
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468060613600
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468060675387
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060694037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060695037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060695262
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1468060704419
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1468060725240
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1468060725301
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1468060727847
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468060739784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1468060765462
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060775071
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060820764
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1468060830764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060830795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060832324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060839532
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060839548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060839704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060839921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060842439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468060848041
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468060848060
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1468060886989
error,log,,,"Core exception while retrieving the content description",1468060887309
error,log,,,"Core exception while retrieving the content description",1468060887310
error,log,,,"Core exception while retrieving the content description",1468060887312
error,log,,,"Core exception while retrieving the content description",1468060887324
error,log,,,"Core exception while retrieving the content description",1468060887326
